"TaskType","Confidence","TreatmentType","ConversationId","ResponseId","Response"
1,"HighOnly",0,8,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","That's not an answer..."
1,"HighOnly",0,9,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","Hey man, sorry. Whats up?"
1,"HighOnly",0,10,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","how polite of them!"
1,"HighOnly",0,11,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","I'll make sure to sit on them and use my body heat as an oven."
1,"HighOnly",0,12,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","Just feeling a little down. Not in the mood."
1,"HighOnly",0,13,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","Maybe we can look on Stubhub?"
1,"HighOnly",0,14,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","Great, talk to you soon"
1,"HighOnly",0,15,"3FUI0JHJPYUXRUBP2JNJKDIOR2Q33D","That's probably a good idea."
1,"HighOnly",2,1,"39K0FND3AIBYX1IKHG783K50X3ZAMW","What's going on?"
1,"HighOnly",2,2,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Sorry Mom, I'll do it right now"
1,"HighOnly",2,3,"39K0FND3AIBYX1IKHG783K50X3ZAMW","What did he do?"
1,"HighOnly",2,4,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Shit, sorry man it wasn't me though"
1,"HighOnly",2,5,"39K0FND3AIBYX1IKHG783K50X3ZAMW","I would confront him on it. That's just a shitty thing to do. If you want to break up, break up; don't prolong it."
1,"HighOnly",0,6,"39K0FND3AIBYX1IKHG783K50X3ZAMW","haha I get it though"
1,"HighOnly",0,7,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Sorry, that legit sucks"
1,"HighOnly",0,8,"39K0FND3AIBYX1IKHG783K50X3ZAMW","See ya soon then"
1,"HighOnly",0,9,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Hey, what do you need help with then?"
1,"HighOnly",0,10,"39K0FND3AIBYX1IKHG783K50X3ZAMW","That sucks! Thanks for the heads up though!"
1,"HighOnly",0,11,"39K0FND3AIBYX1IKHG783K50X3ZAMW","No promises!"
1,"HighOnly",0,12,"39K0FND3AIBYX1IKHG783K50X3ZAMW","I'm just tired and just want a lowkey night. Next time, promise."
1,"HighOnly",0,13,"39K0FND3AIBYX1IKHG783K50X3ZAMW","What do you think we should do now then?"
1,"HighOnly",0,14,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Okay, I'll talk to you soon then"
1,"HighOnly",0,15,"39K0FND3AIBYX1IKHG783K50X3ZAMW","Damn, where was the last place you saw it?"
1,"Default",1,1,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","I bet it isn't that bad and I'll help clean up when I get there."
1,"Default",1,2,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Sorry Mom I'll take care of it right now."
1,"Default",1,3,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","What a jerk you should look for a new job."
1,"Default",1,4,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Oh god now we won't hear the end of it."
1,"Default",1,5,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","I'm here for you if you need to talk."
1,"Default",1,6,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Haha lets get a cup together sometime."
1,"Default",1,7,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Wow I'm so sorry."
1,"Default",1,8,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Which should I take?"
1,"Default",1,9,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","What can I help you with?"
1,"Default",1,10,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","That is awful and I'm sorry to hear this."
1,"Default",0,11,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","We have a microwave for that so relax."
1,"Default",0,12,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","I'm just a little depressed is all."
1,"Default",0,13,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","How many are committed to going?"
1,"Default",0,14,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","Great then 2pm it is."
1,"Default",0,15,"3FTOP5WARGKCVGEHMHXNYM16KNT0JS","I hope it turns up that is such a pain to cancel everything and wait for replacements."
1,"HighOnly",2,1,"379J5II41PCHHWHBX98FZQG2IDHEL3","Well let's go get some drinks and then when we come back later we will clean up."
1,"HighOnly",2,2,"379J5II41PCHHWHBX98FZQG2IDHEL3","Sorry.  I'll do better next time."
1,"HighOnly",2,3,"379J5II41PCHHWHBX98FZQG2IDHEL3","Report him to human resources. No need to take his abuse."
1,"HighOnly",2,4,"379J5II41PCHHWHBX98FZQG2IDHEL3","I didn't say anything to her."
1,"HighOnly",2,5,"379J5II41PCHHWHBX98FZQG2IDHEL3","What do you have planned?"
1,"HighOnly",0,6,"379J5II41PCHHWHBX98FZQG2IDHEL3","Well good luck with your diet."
1,"HighOnly",0,7,"379J5II41PCHHWHBX98FZQG2IDHEL3","Wow! I'm so sorry to hear you got layed off. Is there anything I can do?"
1,"HighOnly",0,8,"379J5II41PCHHWHBX98FZQG2IDHEL3","'k?' Which should I take???"
1,"HighOnly",0,9,"379J5II41PCHHWHBX98FZQG2IDHEL3","Yes? Help with what?"
1,"HighOnly",0,10,"379J5II41PCHHWHBX98FZQG2IDHEL3","You need to hurry home and change clothes."
1,"HighOnly",0,11,"379J5II41PCHHWHBX98FZQG2IDHEL3","Don't worry I'll make sure they are extra hot before I leave."
1,"HighOnly",0,12,"379J5II41PCHHWHBX98FZQG2IDHEL3","I'm not sure. Maybe we can talk later about it."
1,"HighOnly",0,13,"379J5II41PCHHWHBX98FZQG2IDHEL3","How is it a problem?"
1,"HighOnly",0,14,"379J5II41PCHHWHBX98FZQG2IDHEL3","Ok. I'll call you at 2pm. Just got to finish this."
1,"HighOnly",0,15,"379J5II41PCHHWHBX98FZQG2IDHEL3","You need help looking for it?"
1,"Default",1,1,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","oh god. you should be care of all of that"
1,"Default",1,2,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","sorry i missed that"
1,"Default",1,3,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","oh really?"
1,"Default",1,4,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","no, i don't know. i never to  tell her about that"
1,"Default",1,5,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","don't feel about him.they are all just a passing cloud."
1,"Default",1,6,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","okay. just leave it. we will start a new"
1,"Default",1,7,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","oh you already know about that"
1,"Default",1,8,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","thank you so much"
1,"Default",1,9,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","yeah tell me"
1,"Default",1,10,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","i never forgot the umbrellas during rainy days"
1,"Default",0,11,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","maybe its getting too cold and not for nuggets"
1,"Default",0,12,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","its going on too crazy yesterday"
1,"Default",0,13,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","yeah. so what's the next plan?"
1,"Default",0,14,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","nice i will tell you later"
1,"Default",0,15,"3B1NLC6UG0S5SVS0VWRAGAAY06IGPB","good.i will help you with searching"
1,"HighLow",2,1,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Alright what did the little punks do this time?"
1,"HighLow",2,2,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","you're right... be right there."
1,"HighLow",2,3,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","have you considered searching for a new job on the side? or maybe asking for a position change?"
1,"HighLow",2,4,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","I'm sorry that happened though."
1,"HighLow",2,5,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","hey, let's just go out or something and shoot the shit, does that sound good?"
1,"HighLow",3,6,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","haha no judgment here, Starbucks is my Mecca"
1,"HighLow",3,7,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Oh, fuck. /= That really sucks"
1,"HighLow",3,8,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Hey... I apologize, that was irresponsible of me. I'll try to make it up to you"
1,"HighLow",3,9,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Hey, sorry about that. what's up?"
1,"HighLow",3,10,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","beeeeen there, it's the worst. sorry to hear about that :s"
1,"HighLow",0,11,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","I'll make sure to fit them with little mittens if I have to"
1,"HighLow",0,12,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","might just be the season or something, winter depression maybe"
1,"HighLow",0,13,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","I was considering not going myself though. Could always catch it again"
1,"HighLow",0,14,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Thanks much!"
1,"HighLow",0,15,"3KOPY89HM9Y8C8DE54F60KZDNZNJ3G","Good thinking"
1,"HighLow",2,1,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Oh no. Want me to come home?"
1,"HighLow",2,2,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","I will come clean up the ants. Won't happen again"
1,"HighLow",2,3,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","WAnt to grab a drink after work?"
1,"HighLow",2,4,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","I don't know who told her, but I'm sure Jane will get over it"
1,"HighLow",2,5,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Damn, that sucks. I'm sorry! Want to go grab a drink?"
1,"HighLow",3,6,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","All is forgivin"
1,"HighLow",3,7,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Oh no I am so sorry! Want to grab a drink later?"
1,"HighLow",3,8,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","I'm really sorry Sarah. I will be there as fast as I can"
1,"HighLow",3,9,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Hi! Im sorry. Whats up?"
1,"HighLow",3,10,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Oh no! I'm sorry!"
1,"HighLow",0,11,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","They will not. Sorry again!"
1,"HighLow",0,12,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","YEah I just havent been feeling that social"
1,"HighLow",0,13,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","I know I'm sorry!"
1,"HighLow",0,14,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","I will let you know when I am done"
1,"HighLow",0,15,"3KYQYYSHYW3KVB68E6DNLP2BD6BDOG","Oh no! Well hopefully it will turn up"
1,"HighLow",2,1,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","I'll clean it after I'm done with drinks. Sorry, babe."
1,"HighLow",2,2,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","I'm real sorry, Ma."
1,"HighLow",2,3,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","What did he do to you?"
1,"HighLow",2,4,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","I don't know, man. I haven't said a peep."
1,"HighLow",2,5,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","You can't stay with him!"
1,"HighLow",3,6,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Well, coffee is pretty healthy for you, so maybe it's alright."
1,"HighLow",3,7,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Sorry to hear that! I hate it here."
1,"HighLow",3,8,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","It was a question, Sarah. Why are you so upset?"
1,"HighLow",3,9,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Sure! What do you need help with?"
1,"HighLow",3,10,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","That sucks super hard!"
1,"HighLow",0,11,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","With my speed? Nah."
1,"HighLow",0,12,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","I'm feeling a bit depressed lately."
1,"HighLow",0,13,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Yeah, can you pitch is some more money?"
1,"HighLow",0,14,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Talk to you then."
1,"HighLow",0,15,"31JLPPHS2VQMDJ4BLH7B8GGZMWC3O4","Good idea."
1,"HighLow",2,1,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Well, I think I'll pass! I'm not in the mood for a warzone."
1,"HighLow",2,2,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Mom, I'm sorry, please forgive me. I won't forget anymore. I promise."
1,"HighLow",2,3,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Well, you just need to calm down and consider your next move."
1,"HighLow",2,4,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","You're grown! I don't understand why you're angry!"
1,"HighLow",2,5,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Well, you don't need him anyway! You deserve much better."
1,"HighLow",3,6,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","I'm sorry if I made you angry! I was just being sarcastic."
1,"HighLow",3,7,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","I'm so sorry to hear about you getting laid off."
1,"HighLow",3,8,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Okay, I'll see you soon."
1,"HighLow",3,9,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Help with what? What do you need?"
1,"HighLow",3,10,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","What happened? Are you okay?"
1,"HighLow",0,11,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","I'll make sure that i bring them as soon as I get them. You know you can heat them up."
1,"HighLow",0,12,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","No, I'm not okay and I don't want to talk about it."
1,"HighLow",0,13,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Well, I think we should be able to get more tickets. Let me see what I can do."
1,"HighLow",0,14,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","Yes, I'll call you at 2pm."
1,"HighLow",0,15,"3VZLGYJEYM6ASLPW7FPGVUC7DS8ZXO","I'm glad to hear that you canceled your cards."
1,"HighLow",2,1,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","um what's going on?"
1,"HighLow",2,2,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","sorry mom. i totally forgot."
1,"HighLow",2,3,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","maybe you're approaching this wrong. maybe you have issues you need to work on?"
1,"HighLow",2,4,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","i assure you, i didn't. that sucks man."
1,"HighLow",2,5,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","preemptive strike. break up with him before he breaks up with you."
1,"HighLow",3,6,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","just regular brewed coffee has very little calories. drink it black. no need to quit coffee"
1,"HighLow",3,7,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","really sorry to hear that"
1,"HighLow",3,8,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","i'll take the uber. i'll be there shortly. sorry."
1,"HighLow",3,9,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","um, sure. help with what though?"
1,"HighLow",3,10,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","that really sucks. sorry."
1,"HighLow",0,11,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","hope so."
1,"HighLow",0,12,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","yeah. i'm fine. just not into being sociable right now."
1,"HighLow",0,13,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","we'll have to figure out which 3 of us can go"
1,"HighLow",0,14,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","ok. i'll call you at 2"
1,"HighLow",0,15,"3A9AA95ATXI7CY3GE08JCDJ9AU9P51","good. now just have to get new ones."
1,"HighOnly",2,1,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Hope things get better. I'll be home later."
1,"HighOnly",2,2,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Calm down it's my house. I'll do it later."
1,"HighOnly",2,3,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Why don't you look for another job then?"
1,"HighOnly",2,4,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Someone is being a snitch."
1,"HighOnly",2,5,"39RP059MEIP3GBNCNU74YVP6FLWBM4","I'll be your valentine!"
1,"HighOnly",0,6,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Oh okay."
1,"HighOnly",0,7,"39RP059MEIP3GBNCNU74YVP6FLWBM4","That sucks! I am thankful I didn't get laid off too."
1,"HighOnly",0,8,"39RP059MEIP3GBNCNU74YVP6FLWBM4","K? Are you mad?"
1,"HighOnly",0,9,"39RP059MEIP3GBNCNU74YVP6FLWBM4","What do you need help with?"
1,"HighOnly",0,10,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Haha! That sucks! Stupid cars lol."
1,"HighOnly",0,11,"39RP059MEIP3GBNCNU74YVP6FLWBM4","I'll make sure they are hot when I get them."
1,"HighOnly",0,12,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Yeah I just want some alone time right now. Maybe next time."
1,"HighOnly",0,13,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Yep gonna have to figure out who isn't going now."
1,"HighOnly",0,14,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Okay I'll call you at 2."
1,"HighOnly",0,15,"39RP059MEIP3GBNCNU74YVP6FLWBM4","Hope you find it soon."
